customer_id,segment,frequency,recency_days,first_purchase_date,last_purchase_date,customer_lifetime_days,average_purchase_frequency,total_amount
27459,loyal,12,52,08/01/2024,10/11/2024,307,25.583333333333332,36392.954734168954
27460,new,4,169,19/02/2024,16/07/2024,148,37.0,5439.683956190167
27461,new,4,127,30/03/2024,27/08/2024,150,37.5,1977.114069527347
27462,new,3,154,04/03/2024,31/07/2024,149,49.666666666666664,4097.608026720538
27463,new,4,180,13/03/2024,05/07/2024,114,28.5,1287.2434346943478
27464,at_risk,4,105,07/01/2024,18/09/2024,255,63.75,3594.64466332069
27465,at_risk,4,96,07/01/2024,27/09/2024,264,66.0,3816.899734074493
27466,high_value,22,23,01/01/2024,09/12/2024,343,15.590909090909092,73738.71766528142
27467,high_value,16,18,30/01/2024,14/12/2024,319,19.9375,63172.541581653364
27468,high_value,24,13,05/01/2024,19/12/2024,349,14.541666666666666,60839.604150603845
27469,new,3,7,28/05/2024,25/12/2024,211,70.33333333333333,1212.7209346711577
27470,potential,8,38,25/01/2024,24/11/2024,304,38.0,10881.962004852896
27471,loyal,17,64,05/02/2024,29/10/2024,267,15.705882352941176,53151.33848762867
27472,potential,8,50,20/01/2024,12/11/2024,297,37.125,9849.71288183909
27473,high_value,19,11,10/01/2024,21/12/2024,346,18.210526315789473,132132.9453406108
27475,loyal,17,26,26/01/2024,06/12/2024,315,18.529411764705884,42819.11071530144
27476,loyal,14,19,03/01/2024,13/12/2024,345,24.642857142857142,34639.530476377615
27477,potential,9,18,19/01/2024,14/12/2024,330,36.666666666666664,15688.837340940883
27478,potential,9,28,22/01/2024,04/12/2024,317,35.22222222222222,21130.536846982675
27479,potential,9,34,24/01/2024,28/11/2024,309,34.333333333333336,14630.449403693292
27480,loyal,17,43,08/01/2024,19/11/2024,316,18.58823529411765,56459.336188513305
27481,potential,7,86,05/03/2024,07/10/2024,216,30.857142857142858,10206.287132783013
27482,new,4,119,20/04/2024,04/09/2024,137,34.25,4152.973889478491
27483,potential,8,36,26/01/2024,26/11/2024,305,38.125,18206.294517909155
27484,potential,7,32,31/01/2024,30/11/2024,304,43.42857142857143,8814.176849932503
27485,high_value,21,41,23/01/2024,21/11/2024,303,14.428571428571429,81491.54229474673
27486,potential,8,28,12/02/2024,04/12/2024,296,37.0,9176.51101297764
27487,high_value,19,28,07/01/2024,04/12/2024,332,17.473684210526315,94386.18660932919
27488,new,3,117,15/05/2024,06/09/2024,114,38.0,2683.6503770329227
27489,potential,8,66,22/01/2024,27/10/2024,279,34.875,2051.4901134303836
27490,high_value,22,11,12/01/2024,21/12/2024,344,15.636363636363637,144230.1510504475
27491,loyal,14,45,05/03/2024,17/11/2024,257,18.357142857142858,57978.12404742073
27492,churned,2,334,14/01/2024,02/02/2024,19,9.5,2858.597416129048
27494,at_risk,3,114,15/01/2024,09/09/2024,238,79.33333333333333,4856.078083251428
27495,new,4,161,11/02/2024,24/07/2024,164,41.0,3213.4523500000305
27496,high_value,19,39,03/01/2024,23/11/2024,325,17.105263157894736,48085.532903122235
27497,churned,1,236,10/05/2024,10/05/2024,0,,181.68707507671647
27498,potential,10,28,08/02/2024,04/12/2024,300,30.0,7361.769552335469
27499,potential,7,78,02/01/2024,15/10/2024,287,41.0,12487.43906109521
27501,loyal,10,46,27/01/2024,16/11/2024,294,29.4,14225.975877588571
27502,at_risk,5,68,11/05/2024,25/10/2024,167,33.4,7158.033919585989
27503,potential,8,17,11/02/2024,15/12/2024,308,38.5,22690.73630714297
27504,loyal,16,22,03/01/2024,10/12/2024,342,21.375,28427.296071688215
27505,potential,10,20,05/01/2024,12/12/2024,342,34.2,14464.01408471915
27506,churned,1,326,10/02/2024,10/02/2024,0,,557.8527783724674
27507,potential,9,43,18/01/2024,19/11/2024,306,34.0,21714.526787327697
27508,potential,8,57,15/02/2024,05/11/2024,264,33.0,19115.86596839651
27510,potential,9,39,09/01/2024,23/11/2024,319,35.44444444444444,10319.077037663092
27511,loyal,15,46,02/01/2024,16/11/2024,319,21.266666666666666,40920.41693471452
27513,loyal,14,36,14/01/2024,26/11/2024,317,22.642857142857142,49998.87765198194
27514,at_risk,2,111,26/03/2024,12/09/2024,170,85.0,1272.76630314265
27515,loyal,10,149,19/03/2024,05/08/2024,139,13.9,20707.346847589914
27516,at_risk,2,241,14/04/2024,05/05/2024,21,10.5,8903.943642534248
27517,loyal,10,21,19/02/2024,11/12/2024,296,29.6,27802.688399721577
27518,potential,8,111,25/01/2024,12/09/2024,231,28.875,8048.674844875131
27519,loyal,12,41,13/01/2024,21/11/2024,313,26.083333333333332,38667.88484404573
27520,high_value,24,3,02/01/2024,29/12/2024,362,15.083333333333334,99221.08908062926
27521,loyal,13,99,03/02/2024,24/09/2024,234,18.0,37610.88156521908
27522,at_risk,2,158,10/01/2024,27/07/2024,199,99.5,4848.180132285047
27524,at_risk,2,85,02/05/2024,08/10/2024,159,79.5,1572.7899888992108
27525,at_risk,4,119,22/01/2024,04/09/2024,226,56.5,5432.209199107339
27526,loyal,17,47,19/01/2024,15/11/2024,301,17.705882352941178,66386.78193542498
27527,potential,10,97,20/01/2024,26/09/2024,250,25.0,28505.54014828007
27528,at_risk,5,137,10/04/2024,17/08/2024,129,25.8,13750.7167798687
27529,potential,7,22,07/01/2024,10/12/2024,338,48.285714285714285,12392.654058235332
27530,potential,11,37,15/01/2024,25/11/2024,315,28.636363636363637,20358.69670621418
27531,potential,8,27,18/03/2024,05/12/2024,262,32.75,15484.461264490785
27532,at_risk,3,82,21/08/2024,11/10/2024,51,17.0,9185.07431914968
27533,potential,9,23,21/01/2024,09/12/2024,323,35.888888888888886,12613.930417922973
27535,potential,9,10,29/02/2024,22/12/2024,297,33.0,16073.458836877713
27536,loyal,13,25,13/01/2024,07/12/2024,329,25.307692307692307,38781.344966416575
27537,new,3,20,17/06/2024,12/12/2024,178,59.333333333333336,7428.495298738233
27538,at_risk,4,106,06/01/2024,17/09/2024,255,63.75,6506.986905968784
27539,new,3,12,27/05/2024,20/12/2024,207,69.0,2793.970576581778
27540,potential,11,58,26/01/2024,04/11/2024,283,25.727272727272727,22710.1888302809
27541,at_risk,3,123,21/06/2024,31/08/2024,71,23.666666666666668,3496.9934876915904
27542,loyal,11,84,23/01/2024,09/10/2024,260,23.636363636363637,49989.069254982576
27543,at_risk,4,124,14/03/2024,30/08/2024,169,42.25,1173.6840629121868
27544,potential,10,35,16/01/2024,27/11/2024,316,31.6,13477.107735575371
27545,churned,1,310,26/02/2024,26/02/2024,0,,615.2410830013757
27546,potential,6,10,17/01/2024,22/12/2024,340,56.666666666666664,13802.699940956645
27547,potential,9,49,19/02/2024,13/11/2024,268,29.77777777777778,10328.379579570652
27548,at_risk,3,110,18/06/2024,13/09/2024,87,29.0,16376.270531328799
27549,high_value,21,15,21/01/2024,17/12/2024,331,15.761904761904763,86993.80167340055
27550,high_value,21,53,04/01/2024,09/11/2024,310,14.761904761904763,127974.7138876673
27551,potential,11,46,11/01/2024,16/11/2024,310,28.181818181818183,17444.18130415289
27552,churned,1,267,09/04/2024,09/04/2024,0,,2490.82190137689
27553,loyal,16,31,04/01/2024,01/12/2024,332,20.75,33818.561411830844
27554,churned,1,348,19/01/2024,19/01/2024,0,,36.69053917758711
27555,high_value,15,16,02/01/2024,16/12/2024,349,23.266666666666666,113269.08806795753
27557,loyal,14,60,10/01/2024,02/11/2024,297,21.214285714285715,31658.627525968586
27558,at_risk,1,91,02/10/2024,02/10/2024,0,,198.9552353162088
27559,high_value,17,5,04/03/2024,27/12/2024,298,17.529411764705884,103015.18155871022
27560,churned,2,294,06/02/2024,13/03/2024,36,18.0,1023.7945906413627
27561,loyal,11,62,01/01/2024,31/10/2024,304,27.636363636363637,19428.55130534539
27562,loyal,13,57,29/01/2024,05/11/2024,281,21.615384615384617,25922.513099749875
27563,loyal,11,50,11/01/2024,12/11/2024,306,27.818181818181817,43399.12366727858
27564,new,3,185,26/03/2024,30/06/2024,96,32.0,9184.807714155526
27565,new,3,22,05/03/2024,10/12/2024,280,93.33333333333333,7923.262383802769
27566,loyal,18,40,20/01/2024,22/11/2024,307,17.055555555555557,79539.20507810939
27567,new,4,60,18/05/2024,02/11/2024,168,42.0,13135.682250322898
27568,new,3,283,22/01/2024,24/03/2024,62,20.666666666666668,2226.063807586085
27569,at_risk,3,166,26/03/2024,19/07/2024,115,38.333333333333336,7235.263037261751
27570,potential,7,64,10/01/2024,29/10/2024,293,41.857142857142854,23957.691547162005
27571,loyal,14,32,17/01/2024,30/11/2024,318,22.714285714285715,41319.904264959165
27572,new,3,144,03/01/2024,10/08/2024,220,73.33333333333333,1977.766024736173
27573,high_value,17,20,01/01/2024,12/12/2024,346,20.352941176470587,78482.03550328095
27574,potential,11,7,27/01/2024,25/12/2024,333,30.272727272727273,27781.907812337242
27575,new,3,94,29/04/2024,29/09/2024,153,51.0,1386.9328928698537
27576,churned,2,278,06/03/2024,29/03/2024,23,11.5,2248.598145999285
27577,potential,10,32,31/01/2024,30/11/2024,304,30.4,12768.863476538825
27578,high_value,19,11,09/01/2024,21/12/2024,347,18.263157894736842,104664.71512085745
27579,at_risk,5,75,20/05/2024,18/10/2024,151,30.2,10098.520291755234
27580,new,3,109,08/06/2024,14/09/2024,98,32.666666666666664,7782.7825923906075
27582,loyal,17,36,11/01/2024,26/11/2024,320,18.823529411764707,36633.70359535158
27583,loyal,9,28,16/01/2024,04/12/2024,323,35.888888888888886,41409.91328363903
27584,loyal,13,32,03/03/2024,30/11/2024,272,20.923076923076923,36542.689043380924
27585,high_value,23,22,03/01/2024,10/12/2024,342,14.869565217391305,70280.8447034746
27586,loyal,12,33,31/01/2024,29/11/2024,303,25.25,20883.905271370924
27587,potential,9,114,26/01/2024,09/09/2024,227,25.22222222222222,8217.347479072925
27589,potential,9,38,19/01/2024,24/11/2024,310,34.44444444444444,20662.079163985552
27590,potential,11,21,25/01/2024,11/12/2024,321,29.181818181818183,21037.626875137015
27591,potential,10,59,30/03/2024,03/11/2024,218,21.8,22542.067264195415
27592,potential,11,127,20/01/2024,27/08/2024,220,20.0,20266.01588938545
27593,high_value,15,81,14/01/2024,12/10/2024,272,18.133333333333333,91056.68326759394
27594,potential,11,27,28/02/2024,05/12/2024,281,25.545454545454547,35644.8519039129
27595,high_value,17,11,24/01/2024,21/12/2024,332,19.529411764705884,70597.41302964877
27596,at_risk,3,108,17/06/2024,15/09/2024,90,30.0,2595.882274377722
27597,loyal,13,51,07/02/2024,11/11/2024,278,21.384615384615383,46125.05340992448
27598,new,3,62,03/06/2024,31/10/2024,150,50.0,2667.1773413587716
27599,potential,9,67,02/02/2024,26/10/2024,267,29.666666666666668,15968.170853378315
27600,potential,7,10,28/04/2024,22/12/2024,238,34.0,6905.527937768732
27601,loyal,12,132,12/01/2024,22/08/2024,223,18.583333333333332,18952.656139364677
27602,new,3,59,23/08/2024,03/11/2024,72,24.0,1685.7779847164925
27603,loyal,16,23,15/01/2024,09/12/2024,329,20.5625,53748.19053603338
27604,potential,11,54,25/01/2024,08/11/2024,288,26.181818181818183,6778.667636217723
27605,high_value,15,57,09/02/2024,05/11/2024,270,18.0,62436.58498896887
27606,churned,1,251,25/04/2024,25/04/2024,0,,4248.451907177805
27607,new,3,80,05/04/2024,13/10/2024,191,63.666666666666664,5439.122718717769
27608,new,2,81,11/09/2024,12/10/2024,31,15.5,2225.2628356354376
27609,new,3,36,01/06/2024,26/11/2024,178,59.333333333333336,771.5573377821007
27610,loyal,13,28,30/01/2024,04/12/2024,309,23.76923076923077,32302.66970152271
27611,loyal,16,37,09/01/2024,25/11/2024,321,20.0625,66175.88039632137
27612,new,4,2,16/01/2024,30/12/2024,349,87.25,2078.8389244678974
27613,loyal,18,15,21/02/2024,17/12/2024,300,16.666666666666668,43250.229720125695
27614,potential,7,20,17/01/2024,12/12/2024,330,47.142857142857146,8479.67480522762
27615,loyal,17,46,26/01/2024,16/11/2024,295,17.352941176470587,54242.74740565811
27616,new,3,63,22/03/2024,30/10/2024,222,74.0,14018.742243125149
27617,potential,9,24,03/03/2024,08/12/2024,280,31.11111111111111,19431.756789625404
27618,loyal,12,18,17/01/2024,14/12/2024,332,27.666666666666668,21934.846969135586
27619,new,4,2,03/01/2024,30/12/2024,362,90.5,7679.191431007454
27620,loyal,16,22,11/02/2024,10/12/2024,303,18.9375,72774.35920026574
27621,loyal,16,51,04/03/2024,11/11/2024,252,15.75,80248.41450413599
27622,loyal,12,30,19/01/2024,02/12/2024,318,26.5,47030.077403794
27623,potential,7,26,15/05/2024,06/12/2024,205,29.285714285714285,7848.3332806702965
27624,potential,8,40,19/01/2024,22/11/2024,308,38.5,13485.56941767627
27625,loyal,12,16,09/03/2024,16/12/2024,282,23.5,28913.035743988818
27626,potential,7,44,30/04/2024,18/11/2024,202,28.857142857142858,26193.648708830577
27627,new,4,118,07/02/2024,05/09/2024,211,52.75,7679.165042500652
27628,at_risk,4,120,06/04/2024,03/09/2024,150,37.5,5959.064383200174
27629,loyal,18,27,23/01/2024,05/12/2024,317,17.61111111111111,50759.46299087049
27630,loyal,14,44,17/01/2024,18/11/2024,306,21.857142857142858,22691.891920877675
27631,at_risk,5,170,06/03/2024,15/07/2024,131,26.2,3716.5055192679556
27632,loyal,17,45,08/01/2024,17/11/2024,314,18.470588235294116,40596.86878324243
27633,loyal,12,45,10/01/2024,17/11/2024,312,26.0,23570.784758005593
27634,at_risk,6,114,08/01/2024,09/09/2024,245,40.833333333333336,13395.760260191459
27635,loyal,13,59,18/01/2024,03/11/2024,290,22.307692307692307,52762.451359129984
27636,high_value,24,8,08/01/2024,24/12/2024,351,14.625,133150.07772556704
27638,high_value,13,66,02/01/2024,27/10/2024,299,23.0,57474.69688857972
27639,new,4,139,03/02/2024,15/08/2024,194,48.5,5106.245152992416
27640,loyal,12,58,07/01/2024,04/11/2024,302,25.166666666666668,31987.093326413884
27641,loyal,18,30,03/02/2024,02/12/2024,303,16.833333333333332,58270.66182703845
27642,potential,9,69,16/01/2024,24/10/2024,282,31.333333333333332,27614.1896884337
27643,new,4,27,24/02/2024,05/12/2024,285,71.25,2373.838551767693
27644,new,3,17,23/04/2024,15/12/2024,236,78.66666666666667,6725.148725124428
27645,potential,11,38,15/02/2024,24/11/2024,283,25.727272727272727,8976.480289544223
27646,high_value,16,55,04/01/2024,07/11/2024,308,19.25,68755.04461740289
27647,potential,11,28,30/01/2024,04/12/2024,309,28.09090909090909,37518.84591484788
27648,high_value,20,46,26/01/2024,16/11/2024,295,14.75,102384.07499082293
27649,at_risk,2,251,30/03/2024,25/04/2024,26,13.0,2712.4036354980963
27650,loyal,19,21,21/01/2024,11/12/2024,325,17.105263157894736,56088.195645342326
27651,at_risk,6,78,05/01/2024,15/10/2024,284,47.333333333333336,22042.393469139293
27652,at_risk,2,181,14/02/2024,04/07/2024,141,70.5,9241.837123745634
27653,new,4,40,16/04/2024,22/11/2024,220,55.0,3911.643080918916
27654,potential,9,42,26/01/2024,20/11/2024,299,33.22222222222222,6524.34918986261
27655,loyal,14,22,21/01/2024,10/12/2024,324,23.142857142857142,51826.6453131826
27656,potential,11,28,02/01/2024,04/12/2024,337,30.636363636363637,20003.14765000178
27657,potential,9,51,02/01/2024,11/11/2024,314,34.888888888888886,12421.723574746893
27659,loyal,16,20,13/02/2024,12/12/2024,303,18.9375,71671.53735950131
27660,new,3,57,12/01/2024,05/11/2024,298,99.33333333333333,15819.42141840131
27661,loyal,14,22,14/01/2024,10/12/2024,331,23.642857142857142,24138.23175632707
27662,at_risk,4,89,26/01/2024,04/10/2024,252,63.0,7550.262772354192
27663,new,3,22,23/04/2024,10/12/2024,231,77.0,2556.4382460543984
27664,new,3,29,21/01/2024,03/12/2024,317,105.66666666666667,3066.493575055501
27665,churned,1,224,22/05/2024,22/05/2024,0,,1357.753092416772
27667,at_risk,3,214,03/03/2024,01/06/2024,90,30.0,1119.5111209384245
27668,potential,10,38,05/03/2024,24/11/2024,264,26.4,11283.598046572777
27669,loyal,15,36,15/01/2024,26/11/2024,316,21.066666666666666,84451.14765813545
27670,potential,7,51,10/03/2024,11/11/2024,246,35.142857142857146,8222.253455900078
27671,high_value,22,48,28/01/2024,14/11/2024,291,13.227272727272727,107918.37660773925
27672,at_risk,3,92,24/03/2024,01/10/2024,191,63.666666666666664,3169.193750969577
27673,potential,8,43,08/01/2024,19/11/2024,316,39.5,9458.369617358192
27675,high_value,19,42,03/01/2024,20/11/2024,322,16.94736842105263,76851.06940697398
27676,potential,8,58,17/04/2024,04/11/2024,201,25.125,8090.257899495798
27677,loyal,11,37,13/01/2024,25/11/2024,317,28.818181818181817,38465.64329372558
27678,loyal,12,92,12/01/2024,01/10/2024,263,21.916666666666668,45494.32785039838
27679,new,3,163,28/01/2024,22/07/2024,176,58.666666666666664,10349.060959012695
27680,at_risk,5,127,05/03/2024,27/08/2024,175,35.0,6941.054552296199
27681,potential,8,7,17/01/2024,25/12/2024,343,42.875,6906.596530114837
27682,at_risk,2,161,16/01/2024,24/07/2024,190,95.0,3246.7270493747046
27683,loyal,16,20,14/01/2024,12/12/2024,333,20.8125,68028.65913280658
27684,potential,7,27,04/02/2024,05/12/2024,305,43.57142857142857,16036.570862822435
27685,churned,1,235,11/05/2024,11/05/2024,0,,2423.1628333863805
27686,potential,8,18,02/01/2024,14/12/2024,347,43.375,14945.750154248224
27687,potential,8,111,29/01/2024,12/09/2024,227,28.375,21495.65355258643
27688,loyal,18,31,19/01/2024,01/12/2024,317,17.61111111111111,67030.73160989495
27689,at_risk,4,100,11/01/2024,23/09/2024,256,64.0,4739.400109172613
27690,new,3,74,15/07/2024,19/10/2024,96,32.0,3172.100866352694
27691,at_risk,5,131,16/01/2024,23/08/2024,220,44.0,11660.82660329932
27692,loyal,17,68,18/02/2024,25/10/2024,250,14.705882352941176,59962.89909074732
27693,potential,8,64,11/01/2024,29/10/2024,292,36.5,19750.003888157597
27694,at_risk,6,108,16/03/2024,15/09/2024,183,30.5,16746.371594125063
27695,loyal,17,27,25/01/2024,05/12/2024,315,18.529411764705884,63655.51432243813
27696,at_risk,5,98,24/01/2024,25/09/2024,245,49.0,19432.1486528545
27697,potential,9,61,15/01/2024,01/11/2024,291,32.333333333333336,18510.33679093561
27698,new,4,173,07/01/2024,12/07/2024,187,46.75,8301.723394249539
27699,new,3,86,13/02/2024,07/10/2024,237,79.0,12445.95803804949
27700,loyal,18,58,28/01/2024,04/11/2024,281,15.61111111111111,50275.766110341465
27701,at_risk,4,73,12/03/2024,20/10/2024,222,55.5,28171.90911444206
27702,new,3,94,25/02/2024,29/09/2024,217,72.33333333333333,2004.0547304736324
27703,at_risk,2,302,03/03/2024,05/03/2024,2,1.0,2604.1273317542664
27704,new,3,12,17/09/2024,20/12/2024,94,31.333333333333332,2225.0244857834723
27705,new,3,120,06/08/2024,03/09/2024,28,9.333333333333334,2993.346782446347
27706,potential,7,65,10/02/2024,28/10/2024,261,37.285714285714285,10139.213566271634
27707,high_value,17,11,09/03/2024,21/12/2024,287,16.88235294117647,114065.17412782347
27709,loyal,14,36,07/01/2024,26/11/2024,324,23.142857142857142,52554.44564219687
27710,high_value,23,19,04/01/2024,13/12/2024,344,14.956521739130435,94175.78178340977
27711,at_risk,4,108,11/04/2024,15/09/2024,157,39.25,7118.078542999294
27712,new,2,86,26/09/2024,07/10/2024,11,5.5,1046.840335691179
27713,high_value,20,19,02/01/2024,13/12/2024,346,17.3,166409.4149075569
27714,at_risk,4,88,09/01/2024,05/10/2024,270,67.5,9665.805534164781
27715,at_risk,6,95,20/04/2024,28/09/2024,161,26.833333333333332,3840.0212679222577
27716,at_risk,5,100,07/05/2024,23/09/2024,139,27.8,11618.774248925469
27717,potential,7,46,20/02/2024,16/11/2024,270,38.57142857142857,12289.664364693148
27718,potential,10,39,02/01/2024,23/11/2024,326,32.6,18249.502306523693
27719,potential,10,17,08/01/2024,15/12/2024,342,34.2,14687.551276886901
27720,potential,9,100,20/01/2024,23/09/2024,247,27.444444444444443,13622.11967294107
27721,at_risk,4,180,24/02/2024,05/07/2024,132,33.0,12822.22403982545
27722,potential,8,19,16/01/2024,13/12/2024,332,41.5,20590.87195584657
27723,new,2,141,07/08/2024,13/08/2024,6,3.0,1799.5231266268945
27724,loyal,18,47,12/01/2024,15/11/2024,308,17.11111111111111,59549.129369109316
27725,potential,8,109,22/03/2024,14/09/2024,176,22.0,13604.951085971643
27726,new,3,33,15/03/2024,29/11/2024,259,86.33333333333333,14990.42751296752
27727,high_value,16,12,23/01/2024,20/12/2024,332,20.75,55320.28922370216
27728,churned,1,301,06/03/2024,06/03/2024,0,,495.24572635847534
27729,at_risk,3,229,30/01/2024,17/05/2024,108,36.0,11178.234926909985
27730,loyal,12,44,13/02/2024,18/11/2024,279,23.25,35072.34486576113
27731,potential,8,69,11/05/2024,24/10/2024,166,20.75,10285.86884444782
27733,potential,10,33,08/03/2024,29/11/2024,266,26.6,11640.904539900737
27734,loyal,16,25,09/01/2024,07/12/2024,333,20.8125,36456.7616135648
27735,new,3,201,09/04/2024,14/06/2024,66,22.0,10331.42049063385
27736,loyal,18,37,01/02/2024,25/11/2024,298,16.555555555555557,52787.742040433666
27737,loyal,13,27,17/01/2024,05/12/2024,323,24.846153846153847,25231.911287319665
27738,at_risk,5,87,04/01/2024,06/10/2024,276,55.2,3938.5995785489686
27739,potential,11,21,20/03/2024,11/12/2024,266,24.181818181818183,12707.790983269188
27740,potential,8,47,18/02/2024,15/11/2024,271,33.875,5589.902713444866
27741,potential,9,30,22/01/2024,02/12/2024,315,35.0,17703.03596970337
27742,potential,9,24,23/02/2024,08/12/2024,289,32.111111111111114,10028.090855787343
27743,churned,1,256,20/04/2024,20/04/2024,0,,1550.785820688487
27744,new,2,6,30/05/2024,26/12/2024,210,105.0,2046.6060277449053
27745,at_risk,4,211,15/01/2024,04/06/2024,141,35.25,5274.562500892236
27746,churned,1,320,16/02/2024,16/02/2024,0,,173.7936423580684
27747,potential,8,38,10/04/2024,24/11/2024,228,28.5,23172.738747029063
27748,potential,10,21,20/01/2024,11/12/2024,326,32.6,18460.54599920375
27749,potential,9,16,22/03/2024,16/12/2024,269,29.88888888888889,20154.72286153137
27750,potential,9,44,01/02/2024,18/11/2024,291,32.333333333333336,12857.037436567643
27752,loyal,11,45,02/01/2024,17/11/2024,320,29.09090909090909,27577.68979866452
27753,potential,9,40,09/02/2024,22/11/2024,287,31.88888888888889,8232.320110172295
27754,new,4,159,13/01/2024,26/07/2024,195,48.75,8043.754270226325
27755,high_value,17,11,11/01/2024,21/12/2024,345,20.294117647058822,51249.77164591069
27756,new,2,46,19/09/2024,16/11/2024,58,29.0,2108.2074584193197
27757,potential,11,52,21/02/2024,10/11/2024,263,23.90909090909091,17755.04751180196
27758,loyal,14,96,03/01/2024,27/09/2024,268,19.142857142857142,43480.5830312711
27759,loyal,12,39,09/02/2024,23/11/2024,288,24.0,37560.14309649615
27760,at_risk,3,210,07/02/2024,05/06/2024,119,39.666666666666664,2126.1184865838804
27761,high_value,15,13,12/01/2024,19/12/2024,342,22.8,85792.68743152126
27762,potential,9,22,26/02/2024,10/12/2024,288,32.0,9087.084282730015
27763,loyal,18,55,16/01/2024,07/11/2024,296,16.444444444444443,28553.191851474818
27764,new,4,131,20/04/2024,23/08/2024,125,31.25,8525.134689690896
27765,at_risk,1,252,24/04/2024,24/04/2024,0,,153.622245602166
27767,at_risk,5,54,08/02/2024,08/11/2024,274,54.8,2790.2567672844452
27768,new,4,212,27/03/2024,03/06/2024,68,17.0,2061.4411550779755
27769,new,2,78,20/03/2024,15/10/2024,209,104.5,2507.648934462172
27770,loyal,13,49,07/03/2024,13/11/2024,251,19.307692307692307,33132.44639360277
27771,high_value,18,19,14/01/2024,13/12/2024,334,18.555555555555557,83316.32832240846
27772,new,3,270,06/01/2024,06/04/2024,91,30.333333333333332,3416.831655760655
27773,new,4,143,04/02/2024,11/08/2024,189,47.25,8878.070170925135
27775,high_value,15,30,05/01/2024,02/12/2024,332,22.133333333333333,95453.87593198022
27776,potential,8,88,08/02/2024,05/10/2024,240,30.0,13374.15468907171
27777,loyal,15,34,20/02/2024,28/11/2024,282,18.8,78162.41677760032
27778,potential,10,23,20/04/2024,09/12/2024,233,23.3,8468.35177475773
27779,potential,9,59,09/05/2024,03/11/2024,178,19.77777777777778,8237.031919384372
27780,at_risk,4,90,11/05/2024,03/10/2024,145,36.25,36246.55575535553
27781,potential,8,41,11/05/2024,21/11/2024,194,24.25,24352.861478491985
27782,potential,10,171,13/01/2024,14/07/2024,183,18.3,33501.92785313884
27783,potential,11,29,14/02/2024,03/12/2024,293,26.636363636363637,18641.988797967766
27784,at_risk,4,91,20/03/2024,02/10/2024,196,49.0,13440.743262663815
27785,potential,9,64,24/02/2024,29/10/2024,248,27.555555555555557,21532.13796410028
27786,high_value,21,4,27/01/2024,28/12/2024,336,16.0,127586.15093179826
27787,potential,10,35,28/03/2024,27/11/2024,244,24.4,26292.71926185882
27789,at_risk,3,174,11/02/2024,11/07/2024,151,50.333333333333336,13811.223493421425
27790,at_risk,1,239,07/05/2024,07/05/2024,0,,2208.85323485745
27791,potential,11,15,06/03/2024,17/12/2024,286,26.0,16491.436716369768
27793,churned,1,277,30/03/2024,30/03/2024,0,,409.2439746477288
27794,at_risk,3,230,15/03/2024,16/05/2024,62,20.666666666666668,4730.765502282711
27795,at_risk,3,184,14/02/2024,01/07/2024,138,46.0,2653.5982167851816
27796,potential,11,63,04/02/2024,30/10/2024,269,24.454545454545453,16795.496462015864
27797,potential,8,29,01/01/2024,03/12/2024,337,42.125,9751.446597401966
27798,loyal,15,12,28/02/2024,20/12/2024,296,19.733333333333334,38993.460669776534
27799,high_value,18,32,02/01/2024,30/11/2024,333,18.5,142371.84018958802
27800,potential,10,50,03/01/2024,12/11/2024,314,31.4,14610.15862293337
27801,potential,9,54,02/01/2024,08/11/2024,311,34.55555555555556,6810.318087576589
27802,loyal,11,53,01/01/2024,09/11/2024,313,28.454545454545453,30545.7375238644
27803,loyal,12,30,27/01/2024,02/12/2024,310,25.833333333333332,43109.111789356466
27804,potential,11,46,15/01/2024,16/11/2024,306,27.818181818181817,9226.613706399454
27805,at_risk,4,96,07/01/2024,27/09/2024,264,66.0,1167.444849219445
27806,potential,10,30,01/01/2024,02/12/2024,336,33.6,34489.47666777285
27807,potential,10,12,16/01/2024,20/12/2024,339,33.9,18352.33378625337
27808,loyal,13,48,06/02/2024,14/11/2024,282,21.692307692307693,30728.27228314284
27809,potential,11,19,01/04/2024,13/12/2024,256,23.272727272727273,14294.963131809045
27810,loyal,12,101,10/01/2024,22/09/2024,256,21.333333333333332,36067.40701035001
27811,churned,1,243,03/05/2024,03/05/2024,0,,3104.074580762937
27812,churned,1,356,11/01/2024,11/01/2024,0,,1075.081608285618
27813,at_risk,2,184,10/03/2024,01/07/2024,113,56.5,3141.242249429128
27814,loyal,11,22,04/01/2024,10/12/2024,341,31.0,55460.75551606814
27815,loyal,14,44,08/02/2024,18/11/2024,284,20.285714285714285,66593.7503147339
27816,loyal,14,22,26/01/2024,10/12/2024,319,22.785714285714285,35588.09675512421
27817,churned,1,289,18/03/2024,18/03/2024,0,,3266.330612521777
27818,loyal,15,28,08/03/2024,04/12/2024,271,18.066666666666666,68427.09416772476
27819,potential,8,116,04/02/2024,07/09/2024,216,27.0,7790.6102449267655
27820,loyal,12,73,03/01/2024,20/10/2024,291,24.25,49611.37752424073
27821,new,3,152,17/05/2024,02/08/2024,77,25.666666666666668,5742.278596713725
27822,at_risk,3,128,20/04/2024,26/08/2024,128,42.666666666666664,5677.994134589616
27823,at_risk,5,158,03/01/2024,27/07/2024,206,41.2,6777.855196041479
27824,high_value,18,24,02/01/2024,08/12/2024,341,18.944444444444443,57005.16016556405
